,Date,Adj Close
0,2016-01-04,10.097537081781537
1,2016-01-05,10.163467906425707
2,2016-01-06,8.453253825505335
3,2016-01-07,5.7917256160999715
4,2016-01-08,4.6546407657420215
5,2016-01-11,5.008146305443276
6,2016-01-12,5.806111970314029
7,2016-01-13,3.3317785602104166
8,2016-01-14,4.875748145566079
9,2016-01-15,2.2239896758330495
10,2016-01-19,2.4134894657552897
11,2016-01-20,0.7227486193448371
12,2016-01-21,1.5091098332418955
13,2016-01-22,2.9390682325810165
14,2016-01-25,1.5263376886653561
15,2016-01-26,3.4390800879104844
16,2016-01-27,1.9281355298022191
17,2016-01-28,2.7771687728307004
18,2016-01-29,5.467529295415761
19,2016-02-01,5.351405206417328
20,2016-02-02,3.3462245259585135
21,2016-02-03,4.588239668561254
22,2016-02-04,5.130297826593272
23,2016-02-05,3.6950472130657888
24,2016-02-08,2.488302476796877
25,2016-02-09,2.4023685267896573
26,2016-02-10,1.726561002804615
27,2016-02-11,0.0
28,2016-02-12,2.1274050593967946
29,2016-02-16,3.6369917849110256
30,2016-02-17,5.382946551484331
31,2016-02-18,5.1089302556829574
32,2016-02-19,4.963516813657175
33,2016-02-22,6.514474242227326
34,2016-02-23,5.233386774235968
35,2016-02-24,5.594290811371765
36,2016-02-25,7.034211038021828
37,2016-02-26,6.645448338240699
38,2016-02-29,5.808006306714463
39,2016-03-01,8.172256299442669
40,2016-03-02,8.404491244750599
41,2016-03-03,8.706856341723585
42,2016-03-04,9.133267296247023
43,2016-03-07,9.58891461199946
44,2016-03-08,8.84385786310605
45,2016-03-09,9.089790309944924
46,2016-03-10,9.054327815972512
47,2016-03-11,10.534135063498127
48,2016-03-14,10.641436584415674
49,2016-03-15,10.793354350865377
50,2016-03-16,11.296823702299335
51,2016-03-17,12.353068109464118
52,2016-03-18,13.172467590080004
53,2016-03-21,13.318755339126731
54,2016-03-22,13.038645373121502
55,2016-03-23,12.496176554086885
56,2016-03-24,12.585303054772027
57,2016-03-28,12.718648379458198
58,2016-03-29,13.381427375040698
59,2016-03-30,13.948111892713245
60,2016-03-31,13.733985743150468
61,2016-04-01,14.46419248502893
62,2016-04-04,14.086067212205396
63,2016-04-05,13.179382582289001
64,2016-04-06,13.943978796962092
65,2016-04-07,12.763211633192025
66,2016-04-08,13.000599696848052
67,2016-04-11,12.86121368697386
68,2016-04-12,13.979242583560186
69,2016-04-13,15.247771802468147
70,2016-04-14,15.370877121727847
71,2016-04-15,15.174396108326832
72,2016-04-18,15.898085272744913
73,2016-04-19,16.233409158912995
74,2016-04-20,16.522818592053966
75,2016-04-21,15.751307385171875
76,2016-04-22,15.895303383069557
77,2016-04-25,15.715500468249152
78,2016-04-26,15.804216314714232
79,2016-04-27,16.151687788963162
80,2016-04-28,14.721994335050603
81,2016-04-29,14.334582841345306
82,2016-05-02,15.13166095294116
83,2016-05-03,14.180413069290932
84,2016-05-04,13.5045326943004
85,2016-05-05,13.568635420596408
86,2016-05-06,14.11069357184592
87,2016-05-09,13.875199844590325
88,2016-05-10,15.383899016829632
89,2016-05-11,13.910529869240687
90,2016-05-12,13.97415569648184
91,2016-05-13,12.71817148718586
92,2016-05-16,13.907761225819307
93,2016-05-17,12.681953909260555
94,2016-05-18,12.659155647968195
95,2016-05-19,12.04046300706467
96,2016-05-20,12.484982750550735
97,2016-05-23,12.430656390445321
98,2016-05-24,13.876153635917515
99,2016-05-25,14.862731544218105
100,2016-05-26,14.705236752163778
101,2016-05-27,15.009986324063473
102,2016-05-31,14.4265442235041
103,2016-06-01,14.443301806390949
104,2016-06-02,14.774903257810465
105,2016-06-03,14.561254000520035
106,2016-06-06,15.329506418671926
